,Name,strain,replicate,time,bioreplicate,drug,person,RAD80,RAD50,RAD20,FoG80,FoG50,FoG20,slope
A1710M,y003_0_1a_B1,A17,1,0,one,FLC,M,11,17,19,0.13,0.25,0.26,113.8
A1710M,y003_0_1a_B2,A17,1,0,two,FLC,M,9,16,18,0.3,0.39,0.32,64.5
A1710M,y003_0_1b_B1,A17,1,0,one,FLC,M,12,16,19,0.2,0.22,0.25,120.3
A1710M,y003_0_1b_B2,A17,1,0,two,FLC,M,10,16,18,0.35,0.37,0.3,65.6
A17100M,y003_0_10a_B1,A17,10,0,one,FLC,M,8,14,16,0.28,0.35,0.29,115
A17100M,y003_0_10a_B2,A17,10,0,two,FLC,M,12,15,17,0.33,0.27,0.23,103.5
A17100M,y003_0_10b_B1,A17,10,0,one,FLC,M,8,14,17,0.3,0.38,0.33,100.5
A17100M,y003_0_10b_B2,A17,10,0,two,FLC,M,12,15,17,0.18,0.22,0.22,99.6
A17110M,y003_0_11a_B1,A17,11,0,one,FLC,M,11,15,16,0.27,0.21,0.2,138.6
A17110M,y003_0_11a_B2,A17,11,0,two,FLC,M,12,15,17,0.15,0.18,0.19,102.1
A17110M,y003_0_11b_B1,A17,11,0,one,FLC,M,9,14,15,0.17,0.23,0.22,131.6
A17110M,y003_0_11b_B2,A17,11,0,two,FLC,M,13,16,19,0.19,0.19,0.23,101.3
A17120M,y003_0_12a_B1,A17,12,0,one,FLC,M,11,13,15,0.17,0.18,0.22,174.2
A17120M,y003_0_12a_B2,A17,12,0,two,FLC,M,10,13,16,0.23,0.29,0.29,78.6
A17120M,y003_0_12b_B1,A17,12,0,one,FLC,M,8,14,17,0.26,0.37,0.33,110.7
A17120M,y003_0_12b_B2,A17,12,0,two,FLC,M,10,14,16,0.09,0.23,0.23,89
A1710M,y003_0_2a_B1,A17,1,0,one,FLC,M,14,18,20,0.19,0.2,0.21,137
A1720M,y003_0_2a_B2,A17,2,0,two,FLC,M,7,14,17,0.63,0.5,0.39,62.7
A1720M,y003_0_2b_B1,A17,2,0,one,FLC,M,14,17,19,0.15,0.18,0.19,137.6
A1720M,y003_0_2b_B2,A17,2,0,two,FLC,M,10,16,18,0.34,0.36,0.3,69.8
A1730M,y003_0_3a_B1,A17,3,0,one,FLC,M,16,18,20,0.15,0.14,0.16,138.5
A1730M,y003_0_3a_B2,A17,3,0,two,FLC,M,8,12,15,0.7,0.45,0.37,78.2
A1730M,y003_0_3b_B1,A17,3,0,one,FLC,M,14,19,21,0.14,0.21,0.22,139.9
A1730M,y003_0_3b_B2,A17,3,0,two,FLC,M,12,16,17,0.18,0.22,0.2,90
A1740M,y003_0_4a_B1,A17,4,0,one,FLC,M,14,19,22,0.12,0.23,0.25,122.6
A1740M,y003_0_4a_B2,A17,4,0,two,FLC,M,11,15,17,0.22,0.26,0.25,84.4
A1740M,y003_0_4b_B1,A17,4,0,one,FLC,M,12,17,20,0.11,0.22,0.24,144
A1740M,y003_0_4b_B2,A17,4,0,two,FLC,M,9,13,16,0.65,0.44,0.36,76.6
A1750M,y003_0_5a_B1,A17,5,0,one,FLC,M,14,19,20,0.12,0.17,0.18,166.4
A1750M,y003_0_5a_B2,A17,5,0,two,FLC,M,9,13,16,0.53,0.41,0.34,79.3
A1750M,y003_0_5b_B1,A17,5,0,one,FLC,M,13,16,18,0.17,0.19,0.21,132.8
A1750M,y003_0_5b_B2,A17,5,0,two,FLC,M,12,16,18,0.11,0.23,0.22,93.4
A1760M,y003_0_6a_B1,A17,6,0,one,FLC,M,14,18,20,0.08,0.19,0.2,132.4
A1760M,y003_0_6a_B2,A17,6,0,two,FLC,M,11,15,17,0.27,0.29,0.26,85.2
A1760M,y003_0_6b_B1,A17,6,0,one,FLC,M,12,17,19,0.08,0.19,0.19,155.5
A1760M,y003_0_6b_B2,A17,6,0,two,FLC,M,11,15,17,0.33,0.29,0.26,89
A1770M,y003_0_7a_B1,A17,7,0,one,FLC,M,13,16,18,0.09,0.15,0.17,185.4
A1770M,y003_0_7b_B1,A17,7,0,one,FLC,M,11,16,19,0.13,0.25,0.26,117.6
A1790M,y003_0_9a_B1,A17,9,0,one,FLC,M,11,16,18,0.15,0.26,0.24,137.7
A1790M,y003_0_9a_B2,A17,9,0,two,FLC,M,11,15,17,0.21,0.28,0.25,71.4
A1790M,y003_0_9b_B1,A17,9,0,one,FLC,M,11,16,18,0.14,0.25,0.24,137.8
A1790M,y003_0_9b_B2,A17,9,0,two,FLC,M,13,16,18,0.16,0.18,0.2,104.1
A17105M,y003_5_10a_B1,A17,10,5,one,FLC,M,1,1,1,NA,NA,NA,4.1
A17105M,y003_5_10a_B2,A17,10,5,two,FLC,M,0,11,21,NA,0.8,0.62,30.1
A17105M,y003_5_10b_B1,A17,10,5,one,FLC,M,0,0,22,NA,NA,0.78,7.4
A17105M,y003_5_10b_B2,A17,10,5,two,FLC,M,0,14,23,NA,0.71,0.57,21.9
A17115M,y003_5_11a_B2,A17,11,5,one,FLC,M,1,1,1,NA,NA,NA,0.8
A17115M,y003_5_11b_B2,A17,11,5,one,FLC,M,1,1,1,NA,NA,NA,1
A1735M,y003_5_3a_B1,A17,3,5,one,FLC,M,3,19,23,0.89,0.55,0.43,22.7
A1735M,y003_5_3a_B2,A17,3,5,two,FLC,M,0,16,17,NA,0.66,0.57,22.4
A1735M,y003_5_3b_B1,A17,3,5,one,FLC,M,0,9,12,NA,0.94,0.83,6.4
A1735M,y003_5_3b_B2,A17,3,5,two,FLC,M,0,16,22,NA,0.88,0.58,9.9
A1755M,y003_5_5a_B1,A17,5,5,one,FLC,M,2,13,18,0.71,0.68,0.53,35.3
A1755M,y003_5_5a_B2,A17,5,5,two,FLC,M,3,9,17,0.78,0.59,0.57,26.9
A1755M,y003_5_5b_B1,A17,5,5,one,FLC,M,5,10,15,0.92,0.49,0.48,45
A1755M,y003_5_5b_B2,A17,5,5,two,FLC,M,2,11,21,1,0.61,0.6,23.3
A1765M,y003_5_6a_B1,A17,6,5,one,FLC,M,0,16,25,NA,0.66,0.56,17.9
A1765M,y003_5_6a_B2,A17,6,5,two,FLC,M,0,19,24,NA,0.77,0.54,7.7
A1765M,y003_5_6b_B1,A17,6,5,one,FLC,M,0,15,17,NA,0.73,0.67,16.6
A1765M,y003_5_6b_B2,A17,6,5,two,FLC,M,0,7,22,NA,0.93,0.66,16.8
A1785M,y003_5_8a_B1,A17,8,5,one,FLC,M,0,13,22,NA,0.76,0.61,26.5
A1785M,y003_5_8a_B2,A17,8,5,two,FLC,M,0,18,23,NA,0.61,0.48,37.2
A1785M,y003_5_8b_B1,A17,8,5,one,FLC,M,2,13,23,0.5,0.79,0.62,12.2
A1785M,y003_5_8b_B2,A17,8,5,two,FLC,M,18,23,24,0.44,0.23,0.2,73.2
A1795M,y003_5_9a_B1,A17,9,5,one,FLC,M,0,12,23,NA,0.76,0.63,32.8
A1795M,y003_5_9a_B2,A17,9,5,two,FLC,M,0,11,20,NA,0.88,0.65,33.4
A1795M,y003_5_9b_B1,A17,9,5,one,FLC,M,0,7,20,NA,0.81,0.65,23
A1795M,y003_5_9b_B2,A17,9,5,two,FLC,M,0,15,23,NA,0.71,0.57,19.3
A12100M,y054_0_10a_B1,A12,10,0,one,FLC,M,0,1,,NA,,,15.6
A12100M,y054_0_10a_B2,A12,10,0,two,FLC,M,0,0,,NA,NA,,7.4
A12100M,y054_0_10b_B1,A12,10,0,one,FLC,M,0,0,,NA,NA,,8.4
A12100M,y054_0_10b_B2,A12,10,0,two,FLC,M,0,0,,NA,NA,,6.7
A12110M,y054_0_11a_B1,A12,11,0,one,FLC,M,1,1,,NA,,,16.7
A12110M,y054_0_11a_B2,A12,11,0,two,FLC,M,0,0,,NA,NA,,6
A12110M,y054_0_11b_B1,A12,11,0,one,FLC,M,0,1,,NA,NA,,15
A12110M,y054_0_11b_B2,A12,11,0,two,FLC,M,0,1,,NA,NA,,7.3
A12120M,y054_0_12a_B1,A12,12,0,one,FLC,M,1,1,,,,,21
A12120M,y054_0_12a_B2,A12,12,0,two,FLC,M,0,1,,NA,NA,,7.1
A12120M,y054_0_12b_B1,A12,12,0,one,FLC,M,0,0,,NA,NA,,6
A12120M,y054_0_12b_B2,A12,12,0,two,FLC,M,0,1,,NA,NA,,7
A1210M,y054_0_1a_B1,A12,1,0,one,FLC,M,0,0,,NA,NA,NA,6.8
A1210M,y054_0_1a_B2,A12,1,0,two,FLC,M,0,1,,NA,NA,,7.3
A1210M,y054_0_1b_B1,A12,1,0,one,FLC,M,0,1,,NA,NA,,11.7
A1210M,y054_0_1b_B2,A12,1,0,two,FLC,M,1,1,,NA,NA,NA,4.9
A1220M,y054_0_2a_B1,A12,2,0,one,FLC,M,0,1,,NA,NA,,18.7
A1220M,y054_0_2a_B2,A12,2,0,two,FLC,M,1,1,,NA,NA,NA,1.1
A1220M,y054_0_2b_B1,A12,2,0,one,FLC,M,0,1,,NA,NA,NA,18
A1220M,y054_0_2b_B2,A12,2,0,two,FLC,M,1,1,,NA,NA,NA,1.4
A1230M,y054_0_3a_B1,A12,3,0,one,FLC,M,0,0,,NA,NA,,6.2
A1230M,y054_0_3a_B2,A12,3,0,two,FLC,M,1,1,,NA,NA,NA,4.1
A1230M,y054_0_3b_B1,A12,3,0,one,FLC,M,1,1,,NA,NA,,12.7
A1230M,y054_0_3b_B2,A12,3,0,two,FLC,M,1,1,,NA,NA,NA,2.6
A1240M,y054_0_4a_B1,A12,4,0,one,FLC,M,0,1,,NA,,,23.1
A1240M,y054_0_4a_B2,A12,4,0,two,FLC,M,1,1,,NA,NA,NA,3.9
A1240M,y054_0_4b_B1,A12,4,0,one,FLC,M,1,1,,NA,,,22.5
A1240M,y054_0_4b_B2,A12,4,0,two,FLC,M,1,1,,NA,NA,NA,3.9
A1250M,y054_0_5a_B1,A12,5,0,one,FLC,M,0,1,,NA,NA,,9.2
A1250M,y054_0_5a_B2,A12,5,0,two,FLC,M,1,1,,NA,NA,NA,4.8
A1250M,y054_0_5b_B1,A12,5,0,one,FLC,M,0,1,,NA,NA,NA,17.9
A1250M,y054_0_5b_B2,A12,5,0,two,FLC,M,0,1,,NA,NA,,6.2
A1260M,y054_0_6a_B1,A12,6,0,one,FLC,M,1,1,,NA,NA,NA,3.1
A1260M,y054_0_6a_B2,A12,6,0,two,FLC,M,0,1,,NA,NA,,9.7
A1260M,y054_0_6b_B1,A12,6,0,one,FLC,M,0,0,,NA,NA,,10
A1260M,y054_0_6b_B2,A12,6,0,two,FLC,M,0,0,,NA,NA,,7.1
A1270M,y054_0_7a_B1,A12,7,0,one,FLC,M,1,1,,NA,NA,NA,1.1
A1270M,y054_0_7a_B2,A12,7,0,two,FLC,M,1,1,,NA,NA,NA,4.4
A1270M,y054_0_7b_B1,A12,7,0,one,FLC,M,0,1,,NA,,,12.4
A1270M,y054_0_7b_B2,A12,7,0,two,FLC,M,0,0,,NA,NA,,5.3
A1280M,y054_0_8a_B1,A12,8,0,one,FLC,M,0,1,,NA,,,14.2
A1280M,y054_0_8a_B2,A12,8,0,two,FLC,M,0,1,,NA,NA,,6.1
A1280M,y054_0_8b_B1,A12,8,0,one,FLC,M,0,1,,NA,,,13.6
A1280M,y054_0_8b_B2,A12,8,0,two,FLC,M,0,0,,NA,NA,,6.6
A1290M,y054_0_9a_B1,A12,9,0,one,FLC,M,4,15,,0.56,0.66,,37.8
A1290M,y054_0_9a_B2,A12,9,0,two,FLC,M,0,1,,NA,NA,,6
A1290M,y054_0_9b_B1,A12,9,0,one,FLC,M,1,1,,NA,,,17.4
A1290M,y054_0_9b_B2,A12,9,0,two,FLC,M,0,0,,NA,NA,,6.3
A12105M,y054_5_10a_B1,A12,10,5,one,FLC,M,0,0,,NA,NA,,14.1
A12105M,y054_5_10a_B2,A12,10,5,two,FLC,M,0,1,,NA,NA,,8.5
A12105M,y054_5_10b_B1,A12,10,5,one,FLC,M,0,0,,NA,NA,,14.3
A12105M,y054_5_10b_B2,A12,10,5,two,FLC,M,0,1,,NA,NA,,7.9
A12115M,y054_5_11a_B2,A12,11,5,one,FLC,M,0,1,,NA,,,10.3
A12115M,y054_5_11b_B2,A12,11,5,one,FLC,M,0,1,,NA,,,10.8
A12125M,y054_5_12a_B2,A12,12,5,one,FLC,M,0,0,,NA,NA,,7.2
A12125M,y054_5_12b_B2,A12,12,5,one,FLC,M,0,1,,NA,NA,,6.2
A1215M,y054_5_1a_B1,A12,1,5,one,FLC,M,0,1,,NA,NA,,11.3
A1215M,y054_5_1a_B2,A12,1,5,two,FLC,M,0,1,,NA,NA,,8.7
A1215M,y054_5_1b_B1,A12,1,5,one,FLC,M,1,1,,NA,NA,NA,1.4
A1215M,y054_5_1b_B2,A12,1,5,two,FLC,M,0,0,,NA,NA,NA,10.4
A1225M,y054_5_2a_B1,A12,2,5,one,FLC,M,1,1,,NA,NA,NA,3.3
A1225M,y054_5_2a_B2,A12,2,5,two,FLC,M,0,1,,NA,NA,,5.4
A1225M,y054_5_2b_B1,A12,2,5,one,FLC,M,0,0,,NA,NA,,6.6
A1225M,y054_5_2b_B2,A12,2,5,two,FLC,M,1,1,,NA,NA,NA,2.2
A1235M,y054_5_3a_B1,A12,3,5,one,FLC,M,0,0,,NA,NA,,6.5
A1235M,y054_5_3a_B2,A12,3,5,two,FLC,M,0,0,,NA,NA,,5.7
A1235M,y054_5_3b_B1,A12,3,5,one,FLC,M,0,0,,NA,NA,,6.3
A1235M,y054_5_3b_B2,A12,3,5,two,FLC,M,1,1,,NA,NA,NA,1.2
A1245M,y054_5_4a_B1,A12,4,5,one,FLC,M,1,1,,NA,,,15
A1245M,y054_5_4a_B2,A12,4,5,two,FLC,M,0,0,,NA,NA,,6.3
A1245M,y054_5_4b_B1,A12,4,5,one,FLC,M,0,1,,NA,NA,,10.7
A1245M,y054_5_4b_B2,A12,4,5,two,FLC,M,0,1,,NA,NA,,10
A1255M,y054_5_5a_B1,A12,5,5,one,FLC,M,0,1,,NA,,,11.3
A1255M,y054_5_5b_B1,A12,5,5,one,FLC,M,0,1,,NA,NA,,10
A1275M,y054_5_7a_B1,A12,7,5,one,FLC,M,0,1,,NA,NA,,9.3
A1275M,y054_5_7b_B1,A12,7,5,one,FLC,M,0,1,,,,,11
A1285M,y054_5_8a_B1,A12,8,5,one,FLC,M,0,1,,NA,,,15
A1285M,y054_5_8a_B2,A12,8,5,two,FLC,M,0,1,,NA,NA,,5.8
A1285M,y054_5_8b_B1,A12,8,5,one,FLC,M,0,1,,NA,,,16.6
A1285M,y054_5_8b_B2,A12,8,5,two,FLC,M,0,1,,NA,NA,,6.8
A1295M,y054_5_9a_B1,A12,9,5,one,FLC,M,0,1,,NA,NA,,10.5
A1295M,y054_5_9b_B1,A12,9,5,one,FLC,M,0,1,,NA,,,17.6
A10100M,y119_0_10a_B1,A10,10,0,one,FLC,M,4,12,15,0.65,0.55,0.44,80.4
A10100M,y119_0_10a_B2,A10,10,0,two,FLC,M,0,9,16,NA,0.64,0.54,47.4
A10100M,y119_0_10b_B1,A10,10,0,one,FLC,M,4,8,15,0.89,0.53,0.52,70.9
A10100M,y119_0_10b_B2,A10,10,0,two,FLC,M,6,11,17,0.7,0.47,0.45,49.6
A10110M,y119_0_11a_B1,A10,11,0,one,FLC,M,5,10,15,0.68,0.49,0.46,80
A10110M,y119_0_11a_B2,A10,11,0,two,FLC,M,0,8,15,NA,0.63,0.56,47.4
A10110M,y119_0_11b_B1,A10,11,0,one,FLC,M,0,10,13,NA,0.63,0.5,82.7
A10110M,y119_0_11b_B2,A10,11,0,two,FLC,M,0,11,16,NA,0.63,0.49,48.4
A10120M,y119_0_12a_B1,A10,12,0,one,FLC,M,0,10,15,NA,0.59,0.53,76.3
A10120M,y119_0_12a_B2,A10,12,0,two,FLC,M,4,11,16,0.78,0.59,0.49,34
A10120M,y119_0_12b_B1,A10,12,0,one,FLC,M,5,14,19,0.65,0.55,0.46,74.2
A10120M,y119_0_12b_B2,A10,12,0,two,FLC,M,5,11,18,0.73,0.52,0.49,36.9
A1010M,y119_0_1a_B1,A10,1,0,one,FLC,M,4,12,16,0.67,0.55,0.46,79.4
A1010M,y119_0_1a_B2,A10,1,0,two,FLC,M,0,11,17,NA,0.65,0.55,36.4
A1010M,y119_0_1b_B1,A10,1,0,one,FLC,M,5,12,16,0.68,0.55,0.44,77.9
A1010M,y119_0_1b_B2,A10,1,0,two,FLC,M,7,15,20,0.62,0.54,0.46,41.3
A1020M,y119_0_2a_B1,A10,2,0,one,FLC,M,5,12,17,0.64,0.5,0.47,79.1
A1020M,y119_0_2a_B2,A10,2,0,two,FLC,M,2,13,19,0.82,0.63,0.53,35.6
A1020M,y119_0_2b_B1,A10,2,0,one,FLC,M,5,12,16,0.66,0.52,0.46,78.1
A1020M,y119_0_2b_B2,A10,2,0,two,FLC,M,0,9,17,NA,0.63,0.57,30.9
A1030M,y119_0_3a_B1,A10,3,0,one,FLC,M,4,13,17,0.72,0.58,0.46,81.6
A1030M,y119_0_3a_B2,A10,3,0,two,FLC,M,7,14,21,0.51,0.43,0.47,31.3
A1030M,y119_0_3b_B1,A10,3,0,one,FLC,M,3,11,15,0.93,0.61,0.48,79
A1030M,y119_0_3b_B2,A10,3,0,two,FLC,M,2,12,18,0.77,0.64,0.54,33.2
A1040M,y119_0_4a_B1,A10,4,0,one,FLC,M,5,13,16,0.72,0.57,0.44,80.1
A1040M,y119_0_4a_B2,A10,4,0,two,FLC,M,4,13,19,0.88,0.55,0.5,33.7
A1040M,y119_0_4b_B1,A10,4,0,one,FLC,M,4,11,16,0.83,0.59,0.48,81.5
A1040M,y119_0_4b_B2,A10,4,0,two,FLC,M,3,10,16,0.76,0.56,0.5,31.8
A1050M,y119_0_5a_B1,A10,5,0,one,FLC,M,6,14,17,0.65,0.5,0.4,82.6
A1050M,y119_0_5a_B2,A10,5,0,two,FLC,M,3,12,20,0.89,0.57,0.55,33.4
A1050M,y119_0_5b_B1,A10,5,0,one,FLC,M,6,14,18,0.65,0.49,0.42,88
A1050M,y119_0_5b_B2,A10,5,0,two,FLC,M,4,9,16,0.92,0.56,0.53,33.7
A1060M,y119_0_6a_B1,A10,6,0,one,FLC,M,6,13,17,0.63,0.49,0.43,90.1
A1060M,y119_0_6a_B2,A10,6,0,two,FLC,M,3,12,17,0.91,0.64,0.51,33.8
A1060M,y119_0_6b_B1,A10,6,0,one,FLC,M,6,13,17,0.47,0.45,0.4,92.6
A1060M,y119_0_6b_B2,A10,6,0,two,FLC,M,3,12,18,0.78,0.65,0.53,26.4
A1070M,y119_0_7a_B1,A10,7,0,one,FLC,M,7,14,18,0.5,0.44,0.4,84.8
A1070M,y119_0_7a_B2,A10,7,0,two,FLC,M,0,9,15,NA,0.75,0.61,36.4
A1070M,y119_0_7b_B1,A10,7,0,one,FLC,M,6,14,17,0.56,0.49,0.4,90
A1070M,y119_0_7b_B2,A10,7,0,two,FLC,M,5,11,17,0.92,0.52,0.49,45.5
A1080M,y119_0_8a_B1,A10,8,0,one,FLC,M,7,13,16,0.51,0.43,0.36,98.2
A1080M,y119_0_8a_B2,A10,8,0,two,FLC,M,4,10,16,1,0.54,0.5,46.8
A1080M,y119_0_8b_B1,A10,8,0,one,FLC,M,8,15,18,0.53,0.4,0.37,114.1
A1080M,y119_0_8b_B2,A10,8,0,two,FLC,M,5,12,17,0.77,0.58,0.47,41.9
A1090M,y119_0_9a_B1,A10,9,0,one,FLC,M,7,13,16,0.54,0.45,0.38,92.1
A1090M,y119_0_9a_B2,A10,9,0,two,FLC,M,0,9,15,NA,0.6,0.54,44.6
A1090M,y119_0_9b_B1,A10,9,0,one,FLC,M,6,13,16,0.52,0.43,0.38,84.5
A1090M,y119_0_9b_B2,A10,9,0,two,FLC,M,7,13,18,0.8,0.5,0.44,58
A10105M,y119_5_10a_B1,A10,10,5,one,FLC,M,4,11,14,0.83,0.62,0.47,65.2
A10105M,y119_5_10a_B2,A10,10,5,two,FLC,M,3,12,18,1,0.55,0.52,43.3
A10105M,y119_5_10b_B1,A10,10,5,one,FLC,M,3,10,14,0.72,0.62,0.49,66
A10105M,y119_5_10b_B2,A10,10,5,two,FLC,M,8,16,20,0.51,0.48,0.43,40.6
A10115M,y119_5_11a_B1,A10,11,5,one,FLC,M,2,13,19,0.74,0.61,0.55,65.8
A10115M,y119_5_11a_B2,A10,11,5,two,FLC,M,6,11,18,0.8,0.5,0.47,43.5
A10115M,y119_5_11b_B1,A10,11,5,one,FLC,M,0,9,14,NA,0.72,0.54,59.4
A10115M,y119_5_11b_B2,A10,11,5,two,FLC,M,7,11,18,0.63,0.42,0.44,39.9
A10125M,y119_5_12a_B1,A10,12,5,one,FLC,M,2,13,16,0.75,0.65,0.5,68.2
A10125M,y119_5_12a_B2,A10,12,5,two,FLC,M,0,12,18,NA,0.57,0.52,43.2
A10125M,y119_5_12b_B1,A10,12,5,one,FLC,M,0,10,17,NA,0.68,0.59,57.9
A10125M,y119_5_12b_B2,A10,12,5,two,FLC,M,3,12,18,0.95,0.62,0.52,37.7
A1015M,y119_5_1a_B1,A10,1,5,one,FLC,M,6,13,17,0.48,0.48,0.42,72.3
A1015M,y119_5_1a_B2,A10,1,5,two,FLC,M,0,8,15,NA,0.62,0.57,31.4
A1015M,y119_5_1b_B1,A10,1,5,one,FLC,M,5,14,17,0.56,0.54,0.43,64.7
A1015M,y119_5_1b_B2,A10,1,5,two,FLC,M,4,13,22,0.84,0.56,0.56,38.6
A1025M,y119_5_2a_B1,A10,2,5,one,FLC,M,4,15,19,0.68,0.6,0.48,56.9
A1025M,y119_5_2a_B2,A10,2,5,two,FLC,M,0,10,17,NA,0.8,0.62,32.8
A1025M,y119_5_2b_B1,A10,2,5,one,FLC,M,7,14,19,0.6,0.47,0.44,75.6
A1025M,y119_5_2b_B2,A10,2,5,two,FLC,M,4,12,18,0.96,0.58,0.5,34.2
A1035M,y119_5_3a_B1,A10,3,5,one,FLC,M,5,15,18,0.66,0.52,0.41,80.7
A1035M,y119_5_3a_B2,A10,3,5,two,FLC,M,5,15,20,0.88,0.55,0.48,54.2
A1035M,y119_5_3b_B1,A10,3,5,one,FLC,M,5,15,18,0.74,0.5,0.41,82.1
A1035M,y119_5_3b_B2,A10,3,5,two,FLC,M,8,17,20,0.45,0.44,0.39,43.4
A1045M,y119_5_4a_B1,A10,4,5,one,FLC,M,6,13,20,0.8,0.5,0.5,74.5
A1045M,y119_5_4a_B2,A10,4,5,two,FLC,M,0,13,19,NA,0.58,0.51,48
A1045M,y119_5_4b_B1,A10,4,5,one,FLC,M,4,14,17,0.59,0.54,0.42,71.3
A1045M,y119_5_4b_B2,A10,4,5,two,FLC,M,6,11,17,0.83,0.5,0.47,47.6
A1055M,y119_5_5a_B1,A10,5,5,one,FLC,M,6,14,18,0.62,0.49,0.4,93.3
A1055M,y119_5_5a_B2,A10,5,5,two,FLC,M,0,12,19,NA,0.64,0.57,41.7
A1055M,y119_5_5b_B1,A10,5,5,one,FLC,M,8,15,18,0.49,0.4,0.37,97.6
A1055M,y119_5_5b_B2,A10,5,5,two,FLC,M,0,12,18,NA,0.66,0.57,44.3
A1065M,y119_5_6a_B1,A10,6,5,one,FLC,M,7,13,16,0.34,0.43,0.36,80.7
A1065M,y119_5_6a_B2,A10,6,5,two,FLC,M,1,13,18,NA,0.67,0.54,40.2
A1065M,y119_5_6b_B1,A10,6,5,one,FLC,M,5,10,14,0.51,0.47,0.42,80.8
A1065M,y119_5_6b_B2,A10,6,5,two,FLC,M,0,12,18,NA,0.7,0.57,32.5
A1085M,y119_5_8a_B1,A10,8,5,one,FLC,M,2,11,15,0.72,0.64,0.51,72
A1085M,y119_5_8a_B2,A10,8,5,two,FLC,M,0,12,18,NA,0.59,0.51,43.1
A1085M,y119_5_8b_B1,A10,8,5,one,FLC,M,0,10,16,NA,0.65,0.58,57.9
A1085M,y119_5_8b_B2,A10,8,5,two,FLC,M,7,16,21,0.57,0.5,0.43,42.7
A1095M,y119_5_9a_B1,A10,9,5,one,FLC,M,5,12,20,0.92,0.53,0.52,72.7
A1095M,y119_5_9a_B2,A10,9,5,two,FLC,M,0,13,22,NA,0.62,0.59,35.6
A1095M,y119_5_9b_B1,A10,9,5,one,FLC,M,1,11,20,NA,0.61,0.6,59.6
A1095M,y119_5_9b_B2,A10,9,5,two,FLC,M,9,17,23,0.49,0.4,0.43,43.7
A18100M,y126_0_10a_B1,A18,10,0,one,FLC,M,0,7,8,NA,0.66,0.44,125.7
A18100M,y126_0_10a_B2,A18,10,0,two,FLC,M,4,8,9,0.85,0.5,0.37,73.7
A18100M,y126_0_10b_B1,A18,10,0,one,FLC,M,1,8,9,NA,0.47,0.4,87.7
A18100M,y126_0_10b_B2,A18,10,0,two,FLC,M,5,8,9,0.68,0.39,0.3,76
A18110M,y126_0_11a_B1,A18,11,0,one,FLC,M,0,8,9,NA,0.52,0.43,140.3
A18110M,y126_0_11a_B2,A18,11,0,two,FLC,M,3,8,9,0.76,0.5,0.37,75.3
A18110M,y126_0_11b_B1,A18,11,0,one,FLC,M,4,8,9,0.84,0.4,0.33,131.1
A18110M,y126_0_11b_B2,A18,11,0,two,FLC,M,6,9,12,0.68,0.43,0.4,59.3
A18120M,y126_0_12a_B1,A18,12,0,one,FLC,M,0,8,9,NA,0.47,0.4,135.6
A18120M,y126_0_12a_B2,A18,12,0,two,FLC,M,1,8,10,NA,0.47,0.39,84.9
A18120M,y126_0_12b_B1,A18,12,0,one,FLC,M,7,8,11,0.36,0.25,0.32,130
A18120M,y126_0_12b_B2,A18,12,0,two,FLC,M,0,9,10,NA,0.53,0.44,64.2
A1810M,y126_0_1a_B1,A18,1,0,one,FLC,M,10,14,24,0.36,0.3,0.46,77.8
A1810M,y126_0_1a_B2,A18,1,0,two,FLC,M,5,10,11,0.77,0.38,0.34,76.6
A1810M,y126_0_1b_B1,A18,1,0,one,FLC,M,4,9,11,0.74,0.43,0.37,88.7
A1820M,y126_0_2a_B1,A18,2,0,one,FLC,M,7,12,17,0.72,0.42,0.46,75.7
A1820M,y126_0_2a_B2,A18,2,0,two,FLC,M,4,9,10,0.75,0.47,0.35,79.6
A1820M,y126_0_2b_B1,A18,2,0,one,FLC,M,0,11,14,NA,0.56,0.47,75.9
A1820M,y126_0_2b_B2,A18,2,0,two,FLC,M,4,9,11,0.7,0.49,0.36,43.2
A1830M,y126_0_3a_B1,A18,3,0,one,FLC,M,0,10,11,NA,0.56,0.44,108.7
A1830M,y126_0_3b_B1,A18,3,0,one,FLC,M,3,9,11,0.65,0.53,0.36,90
A1830M,y126_0_3b_B2,A18,3,0,two,FLC,M,6,9,11,0.66,0.41,0.35,75.6
A1840M,y126_0_4a_B1,A18,4,0,one,FLC,M,5,11,12,0.52,0.35,0.33,100.1
A1840M,y126_0_4a_B2,A18,4,0,two,FLC,M,3,9,10,0.88,0.49,0.39,74.7
A1840M,y126_0_4b_B1,A18,4,0,one,FLC,M,3,10,11,0.83,0.4,0.38,100.2
A1840M,y126_0_4b_B2,A18,4,0,two,FLC,M,6,10,12,0.51,0.37,0.32,70
A1850M,y126_0_5a_B1,A18,5,0,one,FLC,M,5,10,13,0.74,0.4,0.43,80.7
A1850M,y126_0_5a_B2,A18,5,0,two,FLC,M,5,9,10,0.88,0.43,0.32,72
A1850M,y126_0_5b_B1,A18,5,0,one,FLC,M,5,10,16,0.61,0.38,0.52,73.4
A1850M,y126_0_5b_B2,A18,5,0,two,FLC,M,2,9,12,1,0.51,0.47,56.7
A1860M,y126_0_6a_B1,A18,6,0,one,FLC,M,5,10,11,0.72,0.36,0.33,141.4
A1860M,y126_0_6a_B2,A18,6,0,two,FLC,M,3,8,10,0.77,0.53,0.4,61.8
